Date,Geo,Confirmed,Deaths,Recovered,Daily_Recovery,Daily_Cases,Daily_Deaths,Days
04/29/22,Montréal,303152,5427,292730,412,353,2,793
04/30/22,Montréal,303512,5428,293222,492,360,1,794
05/01/22,Montréal,303793,5428,293726,504,281,0,795
05/02/22,Montréal,303983,5429,294171,445,190,1,796
05/03/22,Montréal,304215,5432,294567,396,232,3,797
05/04/22,Montréal,304562,5436,294883,316,347,4,798
05/05/22,Montréal,304845,5439,295171,288,283,3,799
05/06/22,Montréal,305110,5440,295597,426,265,1,800
05/07/22,Montréal,305346,5447,296034,437,236,7,801
05/08/22,Montréal,305509,5447,296408,374,163,0,802
05/09/22,Montréal,305660,5448,296734,326,151,1,803
05/10/22,Montréal,305829,5450,297035,301,169,2,804
05/11/22,Montréal,306048,5454,297278,243,219,4,805
05/12/22,Montréal,306109,5459,297456,178,61,5,806
05/13/22,Montréal,306313,5463,297809,353,204,4,807
05/14/22,Montréal,306509,5467,298097,288,196,4,808
05/15/22,Montréal,306658,5467,298339,242,149,0,809
05/16/22,Montréal,306807,5467,298593,254,149,0,810
05/17/22,Montréal,306807,5467,298593,0,0,0,811
