Date,Geo,Confirmed,Deaths,Recovered,Hospitalizations,ICU,Tested,Positivity,Vaccinated,Vaccinated 2,Vac Distributed,Total variants,Variant B.1.1.7,Variant B.1.351,Variant P.1,Variant Nigeria,Variant unknown,Variant B.1.617,Variant B.1.1.529,Vaccinated 1,Vaccinated 3
2022-04-24,Montréal,301357,5414,290931,0,0,1266336,10.96,4287777,1587974,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1671179,913587.0
2022-04-25,Montréal,301623,5416,291392,0,0,1266861,11.36,4290595,1588113,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1671244,914034.0
2022-04-26,Montréal,301975,5421,291752,0,0,1267390,10.48,4296115,1588256,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671326,914782.0
2022-04-27,Montréal,302411,5425,292041,0,0,1267984,10.38,4301573,1588383,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671402,915438.0
2022-04-28,Montréal,302799,5425,292318,0,0,1268448,11.04,4306568,1588468,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671463,916003.0
2022-04-29,Montréal,303152,5427,292730,0,0,1269042,10.53,4312180,1588606,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671546,916637.0
2022-04-30,Montréal,303512,5428,293222,0,0,1269548,9.74,4317614,1588788,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671665,917586.0
2022-05-01,Montréal,303793,5428,293726,0,0,1270108,8.11,4320853,1588988,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671807,918226.0
2022-05-02,Montréal,303983,5429,294171,0,0,1270606,8.43,4322519,1589078,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671860,918588.0
2022-05-03,Montréal,304215,5432,294567,0,0,1271158,11.34,4326088,1589186,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1671945,919131.0
2022-05-04,Montréal,304562,5436,294883,0,0,1271763,11.31,4330157,1589299,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672037,919669.0
2022-05-05,Montréal,304845,5439,295171,0,0,1272436,7.69,4334082,1589408,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672128,920180.0
2022-05-06,Montréal,305110,5440,295597,0,0,1273050,8.54,4339731,1589521,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672205,920813.0
2022-05-07,Montréal,305346,5447,296034,0,0,1273550,7.36,4344888,1589700,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672366,921505.0
2022-05-08,Montréal,305509,5447,296408,0,0,1274090,7.17,4348124,1589907,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672552,922026.0
2022-05-09,Montréal,305660,5448,296734,0,0,1274638,6.84,4350155,1589998,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672615,922366.0
2022-05-10,Montréal,305829,5450,297035,0,0,1275179,7.16,4354308,1590112,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672712,922878.0
2022-05-11,Montréal,306048,5454,297278,0,0,1275713,7.37,4358520,1590222,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672815,923395.0
2022-05-12,Montréal,306109,5459,297456,0,0,1276223,7.52,4362664,1590319,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672896,923946.0
2022-05-13,Montréal,306313,5463,297809,0,0,1276760,6.21,4366611,1590421,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672985,924471.0
2022-05-14,Montréal,306509,5467,298097,0,0,1277218,6.8,4370302,1590604,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673089,925074.0
2022-05-15,Montréal,306658,5467,298339,0,0,1277770,7.16,4372763,1590792,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673235,925575.0
2022-05-16,Montréal,306807,5467,298593,0,0,1277770,7.16,4374430,1590876,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673294,925962.0
2022-05-17,Montréal,306807,5467,298593,0,0,1277770,0.0,4374430,1590876,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673294,925962.0
